name,host_id,host_name,host_since,host_since_years,Seasons,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,host_has_profile_pic,neighbourhood,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,price_range,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
Master Bedroom in Victorian Rowhome,5176572,Sergey And Jenia,2/21/13,2013,3,1,4,4,0,1,10,Washington,DC,20001,14,0,8,2,2,1.5,1,1,Real Bed,65,2,0,0,500,20,1,$20.00 ,1,1125,300,10/2/15,1,8/30/15,8/30/15,100,10,10,1,1,0,0,4,0.86
Graduation Weekend Basement Apt,32695176,Alison,5/5/15,2015,2,1,1,1,1,1,36,Washington,DC,20002,14,0,8,2,2,1,1,1,Real Bed,128,2,0,0,0,0,1,$0.00 ,1,1125,124,10/2/15,1,5/19/15,5/19/15,100,10,10,1,1,0,0,1,0.22
Private Room w Kitchenette in NW DC,31555195,Zofia,4/19/15,2015,4,1,1,1,1,1,10,Washington,DC,20002,14,0,11,2,2,1,1,2,Real Bed,79,2,0,0,0,10,1,$20.00 ,1,1125,365,10/2/15,1,9/27/15,9/27/15,100,10,10,1,2,0,0,1,1
"Clean, Quiet, and Almost Downtown",6353432,Henrike,5/12/13,2013,4,0,3,3,0,1,36,Washington,DC,20002,14,0,8,1,3,1,1,1,Real Bed,95,2,0,0,100,35,2,$15.00 ,1,90,156,10/2/15,111,6/1/13,9/28/15,98,10,10,1,3,0,0,3,3.89
The Perfect Capitol Hill Apartment,10286762,Marty,11/27/13,2013,3,0,3,3,0,1,36,Washington,DC,20002,14,0,8,1,4,1,1,2,Real Bed,129,2,859,3399,100,50,2,$10.00 ,1,1125,352,10/2/15,7,4/18/15,8/15/15,97,10,10,1,3,0,0,3,1.24
"Brookland 1 Bed, Walk to Metro",5883567,Qahira,4/11/13,2013,4,1,1,1,0,1,37,Washington,DC,20017,14,0,1,1,4,1,1,2,Real Bed,110,2,0,0,250,35,2,$0.00 ,4,1125,89,10/3/15,5,7/6/15,9/28/15,90,9,8,0,2,0,0,1,1.67
"DC private room, bath, and balcony",4431073,Steph,12/17/12,2012,4,0,1,1,0,1,36,Washington,DC,20002,14,0,1,2,4,1,1,1,Real Bed,85,2,0,0,0,0,2,$25.00 ,3,5,62,10/3/15,26,1/24/15,9/17/15,95,10,10,1,2,0,0,1,3.08
Quiet room/studio and bath in DC!,3186876,Kimberly,8/7/12,2012,2,1,2,2,0,1,37,Washington,DC,20002,14,0,8,2,4,1,1,2,Real Bed,90,2,580,1200,0,20,2,$20.00 ,1,1125,65,10/3/15,3,4/12/15,4/24/15,100,10,10,1,2,0,0,2,0.51
Nerd Retreat-- 1bdrm+den--Edgewood,4103926,Rachel,11/9/12,2012,3,1,1,1,0,1,37,Washington,DC,20017,14,0,1,1,4,1,1,2,Real Bed,120,2,0,0,0,29,2,$0.00 ,1,1125,119,10/3/15,6,5/15/15,7/21/15,97,10,10,1,3,0,0,1,1.27
Very Comfortable Sleep...,17381735,Johnny,6/28/14,2014,3,1,1,1,0,1,90,Washington,DC,20002,14,0,1,1,3,1,1,1,Real Bed,100,2,0,0,100,25,1,$0.00 ,1,1125,354,10/2/15,4,5/20/15,8/7/15,90,10,9,0,1,0,0,1,0.88
Luxury Private Condo Great Location,5207740,Kathlyn,2/24/13,2013,0,1,1,1,1,1,10,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,150,2,0,0,200,0,1,$0.00 ,2,6,1,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Private suite in renovated rowhouse,13976997,Jane,4/6/14,2014,3,0,1,1,0,1,10,Washington,DC,20001,14,0,8,2,2,2.5,1,1,Real Bed,110,2,0,0,0,0,2,$25.00 ,1,1125,324,10/2/15,11,3/14/15,8/12/15,98,10,10,1,1,0,0,1,1.62
Single Room in Luxury 2 Bedroom Apt,24048742,Jason,11/22/14,2014,0,1,2,2,1,1,36,Washington,DC,20002,14,0,1,2,2,1,1,1,Real Bed,150,2,0,0,0,0,1,$0.00 ,1,1125,287,10/2/15,0,0,0,0,0,0,1,1,0,0,2,0
The Other Bates Motel,5039947,Dan,2/10/13,2013,2,1,1,1,0,1,94,Washington,DC,20001,14,0,8,2,2,1.5,1,1,Airbed,72,2,0,0,0,20,1,$0.00 ,1,1125,114,10/2/15,1,5/17/15,5/17/15,100,10,10,1,1,0,0,1,0.21
"Cozy room, Bloomingdale coach house",15717278,Linds,5/19/14,2014,4,1,1,1,0,1,10,Washington,DC,20001,14,0,8,2,2,1,1,1,Real Bed,88,2,500,2000,0,0,1,$0.00 ,1,30,172,10/3/15,48,7/18/14,9/21/15,98,10,10,1,1,0,0,1,3.25
"Airy, Light Filled Modern Apt",79605,Rachel (And Graig),2/9/10,2010,4,1,1,1,0,1,94,Washington,DC,20001,14,0,1,1,4,1,1,2,Real Bed,110,2,790,2800,0,39,1,$0.00 ,2,1125,326,10/3/15,26,6/11/15,9/27/15,92,10,10,1,3,0,0,1,6.78
Room in a house off the beaten path,19451299,Kris,8/4/14,2014,4,1,1,1,1,1,37,Washington,DC,20002,14,0,8,2,1,1,1,1,Real Bed,100,2,0,0,0,0,1,$0.00 ,1,1125,3,10/2/15,1,9/13/15,9/13/15,100,10,8,1,1,0,0,1,1
Large charming DC English basement,318821,Robin & Stavros,12/14/10,2010,3,1,1,1,0,1,10,Washington,DC,20001,14,0,8,1,4,1,1,2,Real Bed,150,2,780,2300,200,100,1,$0.00 ,2,1125,293,10/2/15,1,8/25/15,8/25/15,100,10,10,0,2,0,0,1,0.75
Chic CoHi,17420699,Ryan,6/29/14,2014,0,1,1,1,1,1,77,Washington,DC,20010,14,0,1,1,4,1,1,1,Real Bed,110,2,700,0,250,45,2,$25.00 ,2,1125,80,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Cool townhouse in Columbia Heights,1565502,Joel,1/4/12,2012,4,0,2,2,0,1,26,Washington,DC,20009,14,0,8,2,2,2,1,1,Real Bed,55,2,500,1750,175,25,1,$25.00 ,1,21,334,10/2/15,171,2/17/12,9/28/15,95,9,9,1,2,1,1,2,3.87
"Lux 2 Bedroom, Private Roof Deck",5182419,Matthew,2/22/13,2013,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,4,2.5,2,3,Real Bed,200,3,0,4000,600,110,2,$40.00 ,3,28,40,10/3/15,44,4/2/13,9/12/15,95,10,10,1,3,1,1,1,1.44
The Mark- Brownstone Sleeps-15,41656215,Chiazo,8/16/15,2015,0,1,6,6,0,1,26,Washington,DC,20010,14,0,8,1,15,4,5,9,Real Bed,245,3,0,0,300,400,1,$0.00 ,3,30,365,10/2/15,0,0,0,0,0,0,1,3,0,0,6,0
"Pretty, sunny private room!",4009484,Melanie,10/29/12,2012,4,1,1,1,0,1,26,Washington,DC,20001,14,0,8,2,2,2,1,1,Real Bed,49,1,309,1092,0,0,1,$10.00 ,2,7,272,10/2/15,10,9/1/13,9/22/15,91,10,9,1,1,0,0,1,0.39
"Sunny, beautiful, refined 1BR/1BA",2117904,Jay,4/11/12,2012,3,1,1,1,0,1,67,Washington,DC,20010,14,0,1,1,2,1,1,1,Real Bed,140,2,0,2700,300,50,2,$0.00 ,2,14,364,10/2/15,9,5/19/12,7/31/15,100,10,10,1,3,0,0,1,0.22
Columbia Heights for Papal Visit,44213168,Andrew,9/14/15,2015,0,1,1,1,1,1,77,Washington,DC,20010,14,0,1,1,2,1,2,2,Real Bed,500,5,0,0,0,0,1,$0.00 ,1,1125,0,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Musicians Must ~ Columbia Heights!,37014,Lara & Alex,9/8/09,2009,4,1,25,25,0,1,77,Washington,DC,20001,14,0,8,1,6,1,2,2,Real Bed,109,2,0,0,300,120,2,$20.00 ,3,1125,340,10/2/15,2,9/21/15,9/25/15,100,10,10,1,3,0,0,22,2
Spacious Corner Apt in Heart of DC,25914411,Jenny,1/10/15,2015,4,1,3,3,0,1,26,Washington,DC,20009,14,0,1,1,2,1,1,1,Pull-out Sofa,70,2,0,0,0,30,1,$15.00 ,1,1125,360,10/2/15,14,2/16/15,9/18/15,91,10,8,1,3,0,0,3,1.83
Cozy studio next to the park!,42715760,Katharine,8/27/15,2015,4,1,1,1,1,1,26,Washington,DC,20009,14,0,1,1,1,1,0,1,Real Bed,75,2,0,0,0,0,1,$0.00 ,4,20,10,10/2/15,1,9/21/15,9/21/15,60,10,6,1,1,0,0,1,1
"Columbia Hghts, NW English Basement",38661276,Kyle,7/16/15,2015,0,1,1,1,1,1,26,Washington,DC,20009,14,0,1,2,2,1,1,1,Real Bed,85,2,0,0,0,0,1,$0.00 ,1,1125,52,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Private bedroom in charming rowhome,3270657,Aaron,8/15/12,2012,2,1,2,2,0,1,77,Washington,DC,20010,14,0,8,2,2,1,1,1,Real Bed,120,2,0,0,0,0,1,$0.00 ,1,1125,117,10/2/15,1,5/16/15,5/16/15,100,8,10,1,1,0,0,2,0.21
Mt Pleasant studio available,759297,Caitlin,6/29/11,2011,3,1,1,1,0,1,67,Washington,DC,20010,14,0,1,1,4,1,1,2,Real Bed,70,2,0,0,0,50,2,$10.00 ,2,1125,281,10/3/15,35,12/30/13,8/9/15,95,10,10,1,1,0,0,1,1.63
Beautiful row house!,1267242,Milli,10/9/11,2011,3,1,1,1,0,1,26,Washington,DC,20010,14,0,8,1,6,2.5,3,3,Real Bed,199,3,0,0,250,165,5,$40.00 ,1,14,301,10/3/15,10,3/10/14,7/5/15,100,10,10,1,3,0,0,1,0.52
Luxury 2BR/2.5BA Home Near Metro,5709214,Matt,3/31/13,2013,4,1,3,3,0,1,96,Washington,DC,20009,14,0,8,1,5,2.5,2,2,Real Bed,299,4,2100,7300,550,95,4,$50.00 ,1,1125,346,10/3/15,16,6/27/14,9/29/15,96,10,9,1,2,0,0,3,1.03
Modern Condo in Columbia Heights,4564871,Matthew,1/2/13,2013,3,1,2,2,0,1,80,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,130,2,800,0,0,0,1,$0.00 ,1,1125,174,10/3/15,3,4/21/15,7/5/15,100,10,10,1,1,0,0,1,0.54
"National Zoo Studio, in Mt Pleasant",40875363,Benjamin,8/8/15,2015,4,1,1,1,1,1,67,Washington,DC,20010,14,0,1,1,3,1,0,2,Real Bed,110,2,750,3000,100,25,1,$0.00 ,2,31,356,10/3/15,1,9/20/15,9/20/15,80,8,6,1,3,0,0,1,1
"Dream loft, quiet in the city ",3574033,Grace,9/15/12,2012,3,1,9,9,1,1,26,Washington,DC,20009,14,0,1,1,5,2,2,3,Real Bed,217,3,1291,4457,500,200,1,$0.00 ,3,730,337,10/3/15,19,9/26/14,6/3/15,84,8,9,0,3,0,0,6,1.53
Huge Historic 3-BR House 8/20-29/14,15543780,Niko,5/14/14,2014,0,1,1,1,1,1,67,Washington,DC,20010,14,0,8,1,6,2,3,4,Real Bed,345,4,2100,0,500,0,1,$0.00 ,3,9,365,10/3/15,0,0,0,0,0,0,1,2,0,0,1,0
Huge Room in a Rowhome with Balcony,43901912,Carrie,9/10/15,2015,4,1,1,1,1,1,26,Washington,DC,20010,14,0,1,2,2,1,1,1,Futon,59,2,399,0,0,0,1,$18.00 ,1,1125,363,10/3/15,3,9/14/15,9/28/15,80,9,7,1,1,0,0,1,3
Private room with shared bathroom,5008233,Wendy,2/7/13,2013,3,1,1,1,0,1,26,Washington,DC,20009,14,0,1,2,1,1,1,2,Real Bed,75,2,0,0,0,0,1,$0.00 ,1,1125,301,10/3/15,5,3/29/14,7/20/14,100,10,10,1,1,0,0,1,0.27
Lovely 2BR in Fun U Street Area,1359253,Maran,11/1/11,2011,2,1,1,1,1,1,26,Washington,DC,20009,14,0,1,1,4,1,2,2,Real Bed,165,3,1050,3500,0,60,1,$0.00 ,2,1125,41,10/3/15,2,4/10/15,4/23/15,90,8,10,1,1,0,0,1,0.34
Affordable 2Bdrm Walkable Location,270541,Ted & Dale,10/25/10,2010,4,0,1,1,0,1,26,Washington,DC,20010,14,0,1,1,6,1,2,3,Real Bed,138,2,990,3500,95,40,4,$25.00 ,2,365,341,10/3/15,68,5/4/14,9/15/15,94,10,9,0,3,0,0,1,3.94
Fantastic room in Victorian house,2045940,Vlad,4/1/12,2012,4,1,3,3,0,1,77,Washington,DC,20001,14,0,8,2,2,1,1,1,Real Bed,95,2,565,965,0,0,1,$25.00 ,2,1125,273,10/3/15,6,5/30/14,9/11/15,90,10,9,1,1,0,0,3,0.37
Lovely Apartment in Mount Pleasant,83030,Viviana,2/19/10,2010,3,1,1,1,0,1,67,Washington,DC,20010,14,0,1,1,4,2,2,2,Real Bed,114,2,850,3200,500,0,1,$0.00 ,4,1125,112,10/3/15,2,8/11/15,8/25/15,100,10,10,1,3,0,0,1,1.11
New Basement Apt Columbia Heights,36954423,Kelly,6/28/15,2015,4,1,1,1,1,1,26,Washington,DC,20010,14,0,1,1,3,1,1,2,Real Bed,115,2,625,1800,0,25,1,$0.00 ,2,1125,70,10/3/15,2,7/5/15,9/7/15,100,10,10,1,1,0,0,1,0.66
Spacious 1br in Columbia Heights,31603291,Tiah,4/20/15,2015,4,1,2,2,1,1,26,Washington,DC,20009,14,0,1,1,3,1,1,1,Real Bed,90,2,0,0,0,25,1,$0.00 ,1,3,348,10/2/15,1,9/21/15,9/21/15,100,0,0,1,1,0,0,2,1
1 bdr apartment on Columbia Heights,11671495,Bojana,1/26/14,2014,0,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,4,1,1,2,Real Bed,90,2,0,0,0,75,1,$0.00 ,2,1125,17,10/2/15,0,0,0,0,0,0,1,2,0,0,1,0
Cheerful English Basement w Garden,21088669,Holly,9/8/14,2014,3,1,1,1,1,1,67,Washington,DC,20010,14,0,10,1,4,1,1,2,Real Bed,150,2,900,0,300,50,2,$15.00 ,2,1125,347,10/2/15,22,10/11/14,8/8/15,88,9,9,1,3,0,0,1,1.84
Private Bedroom in Columbia Heights,6250693,Jacob,5/6/13,2013,4,0,1,1,0,1,77,Washington,DC,20010,14,0,8,2,2,1,1,1,Real Bed,90,2,0,0,95,15,1,$15.00 ,1,1125,80,10/3/15,98,6/3/13,9/19/15,99,10,10,1,2,1,1,1,3.45
Cozy 1Bdrm Apt!,3076758,Binny,7/27/12,2012,3,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,120,2,750,0,0,25,1,$0.00 ,2,1125,29,10/3/15,15,6/2/14,8/2/15,100,10,10,1,3,0,0,1,0.92
Bedroom w balcony in hip DC nbrhood,789250,John,7/7/11,2011,2,1,6,6,0,1,26,Washington,DC,20010,14,0,8,2,2,1.5,1,1,Real Bed,85,2,0,0,0,0,2,$25.00 ,2,120,61,10/3/15,3,12/1/12,5/25/13,96,10,9,1,2,1,1,6,0.09
Basement Apt. in Columbia Heights,43974120,Nia,9/11/15,2015,0,1,1,1,1,1,77,Washington,DC,20010,14,0,1,2,2,1,1,1,Real Bed,30,1,400,1800,300,30,1,$0.00 ,2,28,15,10/2/15,0,0,0,0,0,0,1,2,0,0,1,0
Studio in Columbia Hts/Mt Pleasant,8066184,Amelia,8/10/13,2013,3,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,2,1,0,2,Real Bed,95,2,600,1806,300,25,3,$0.00 ,1,1125,118,10/2/15,5,12/30/14,7/20/15,96,9,9,1,2,0,0,1,0.54
Private Room in the heart of DC!,29968555,Erin,3/25/15,2015,3,1,1,1,0,1,26,Washington,DC,20010,14,0,1,2,2,1,1,1,Real Bed,60,2,475,1500,100,35,1,$20.00 ,1,15,0,10/2/15,5,6/13/15,8/19/15,92,10,9,1,2,0,0,1,1.33
Modern 1 BR in Columbia Heights,242818,Crystal & Alex,9/22/10,2010,4,1,1,1,0,1,26,Washington,DC,20010,14,0,1,1,2,1,1,2,Real Bed,85,2,420,1680,150,75,1,$20.00 ,3,1200,185,10/2/15,1,10/1/15,10/1/15,100,10,8,1,2,0,0,1,1
Cozy bed in Columbia Heights!,14751640,Alex,4/26/14,2014,4,1,1,1,0,1,26,Washington,DC,20010,14,0,1,3,2,1,1,1,Pull-out Sofa,50,1,0,0,0,0,2,$10.00 ,1,3,344,10/2/15,8,8/30/15,10/1/15,97,9,10,1,1,0,0,1,6.86
Cozy modern studio,29104425,Carmen Natalia,3/10/15,2015,2,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,2,1,0,1,Real Bed,120,2,0,0,0,0,1,$0.00 ,1,1125,248,10/2/15,8,3/29/15,5/30/15,95,10,9,1,1,0,0,1,1.27
Penthouse w Balcony - Great locale!,2409993,Bradley,5/18/12,2012,3,1,2,2,0,1,67,Washington,DC,20010,14,0,1,1,3,2,2,1,Real Bed,140,2,1000,3500,150,75,1,$0.00 ,2,1125,268,10/2/15,7,8/11/14,8/7/15,94,9,10,1,2,0,0,2,0.5
2 BR Apartment in Columbia Heights!,2398103,Andy,5/17/12,2012,2,1,1,1,1,1,26,Washington,DC,20010,14,0,1,1,4,1,2,1,Real Bed,299,4,0,0,0,0,1,$0.00 ,2,1125,365,10/2/15,5,9/3/13,4/13/15,96,10,10,1,2,0,0,1,0.2
Tranquil Columbia Heights Apartment,40709062,Dylan,8/6/15,2015,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,3,1,1,1,Real Bed,85,2,500,1750,250,30,1,$0.00 ,1,92,310,10/2/15,2,9/27/15,10/1/15,90,10,9,1,1,0,0,1,2
Luxury. Modern. Art Deco. Parking,10676734,Mark,12/17/13,2013,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,6,2,2,3,Real Bed,175,3,0,0,850,65,3,$15.00 ,1,1125,343,10/2/15,62,1/21/14,9/29/15,88,9,8,1,2,0,0,1,3
Dazzling Lower Level-Sleeps 6,41656215,Chiazo,8/16/15,2015,0,1,6,6,0,1,26,Washington,DC,20010,14,0,1,1,6,1,2,2,Real Bed,165,3,0,0,200,135,1,$0.00 ,3,30,330,10/2/15,0,0,0,0,0,0,1,3,0,0,6,0
1 Block to Metro in Fun Group House,328471,Darrell,12/27/10,2010,4,1,1,1,0,1,26,Washington,DC,20010,14,0,8,2,4,1,1,2,Real Bed,54,2,0,0,0,9,1,$5.00 ,1,1125,28,10/2/15,53,4/30/14,9/21/15,89,9,8,1,1,0,0,1,3.05
❤ Retreat in Heart of DC ❤,19328870,Cody,8/2/14,2014,4,1,2,2,0,1,80,Washington,DC,20001,14,0,8,2,2,1,1,1,Real Bed,49,1,0,0,0,29,2,$15.00 ,2,30,259,10/2/15,23,5/17/15,9/23/15,97,10,10,0,1,0,0,2,4.93
Meridian Park View Apt.,15224957,Johann,5/7/14,2014,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,4,1,1,2,Real Bed,129,2,625,0,0,30,1,$25.00 ,2,7,5,10/2/15,16,10/13/14,9/25/15,98,10,10,1,2,0,0,1,1.35
Peaceful Mount Pleasant Studio,51269,Shana & Alex,11/4/09,2009,2,1,2,2,0,1,67,Washington,DC,20010,14,0,1,1,3,1,1,1,Real Bed,110,2,720,2800,150,40,2,$25.00 ,3,365,274,10/2/15,34,5/6/13,5/25/15,93,10,10,1,2,1,1,2,1.16
"Apartment (breakfast, parking)",2639916,Georg,6/14/12,2012,2,1,3,3,0,1,77,Washington,DC,20010,14,0,1,1,4,1,1,2,Real Bed,150,2,0,0,0,75,2,$40.00 ,4,1125,272,10/2/15,3,11/19/14,4/12/15,87,10,9,1,3,0,0,3,0.28
Cool Columbia Heights Garden Apt.,1565502,Joel,1/4/12,2012,4,0,2,2,0,1,26,Washington,DC,20009,14,0,1,1,6,1,0,1,Real Bed,119,2,1200,4200,200,35,2,$25.00 ,1,30,322,10/2/15,161,10/17/12,9/28/15,94,9,9,1,2,1,1,2,4.46
Small Clean Room - Gay Friendly,21462953,Harold,9/17/14,2014,4,1,1,1,0,1,26,Washington,DC,20010,14,0,1,2,2,1,1,1,Real Bed,55,2,0,0,0,0,1,$15.00 ,1,1125,147,10/2/15,8,9/26/14,10/2/15,95,10,10,1,3,0,0,1,0.64
Urban Treehouse,6357642,Abigail,5/12/13,2013,4,0,1,1,0,1,26,Washington,DC,20010,14,0,1,1,4,1,1,2,Real Bed,168,3,1000,0,200,25,2,$20.00 ,3,14,285,10/2/15,31,9/16/14,9/15/15,97,10,10,1,2,0,0,1,2.43
Room w/ balcony in Columbia Heights,3218779,Antoine,8/10/12,2012,0,1,1,1,1,1,26,Washington,DC,20010,14,0,8,2,1,1,1,1,Real Bed,55,2,0,0,0,0,1,$0.00 ,5,1125,56,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Private Room in DC Row House!,27504019,Seth,2/9/15,2015,4,1,2,2,0,1,26,Washington,DC,20009,14,0,1,2,2,1,1,1,Real Bed,90,2,0,0,0,0,1,$0.00 ,1,1125,67,10/2/15,6,8/22/15,9/30/15,100,10,10,0,1,0,0,2,4.19
Great Apt. Amazing Location 15th!,661950,Jm,6/3/11,2011,4,1,2,2,0,1,26,Washington,DC,20009,14,0,1,1,2,1,0,1,Real Bed,105,2,0,2290,150,60,2,$0.00 ,1,1125,298,10/2/15,28,9/23/12,9/27/15,93,10,9,1,3,0,0,2,0.76
Spacious one Bdrm apt in Victorian,17943997,Romi,7/10/14,2014,3,1,1,1,0,1,32,Washington,DC,20010,14,0,8,1,2,1,1,1,Real Bed,85,2,425,1900,500,50,2,$25.00 ,1,1125,340,10/2/15,9,10/13/14,8/26/15,96,9,9,0,2,0,0,1,0.76
Charming One Bedroom in Col. Hts,838407,Corey,7/19/11,2011,2,1,1,1,1,1,26,Washington,DC,20009,14,0,1,1,3,1,1,1,Real Bed,120,2,0,0,0,0,1,$0.00 ,1,1125,280,10/2/15,1,5/19/15,5/19/15,100,8,10,1,1,0,0,1,0.22
Columbia Heights-Noel's Place,8041566,Chris,8/9/13,2013,3,0,1,1,0,1,26,Washington,DC,20010,14,0,8,1,2,1,1,1,Real Bed,104,2,620,1500,250,45,2,$0.00 ,2,1125,327,10/2/15,19,8/18/14,8/13/15,97,10,10,1,3,0,0,1,1.38
Basement apartment for rent in Mt P,3138065,Steve,8/2/12,2012,4,1,2,2,0,1,67,Washington,DC,20010,14,0,1,1,2,1,0,1,Real Bed,90,2,575,1900,0,20,1,$0.00 ,2,180,223,10/2/15,5,7/5/15,9/28/15,92,10,10,1,2,0,0,2,1.65
"New, Urban Getaway Steps from Metro",12519189,Katie,2/23/14,2014,0,1,1,1,0,1,77,Washington,DC,20010,14,0,1,1,2,1,1,1,Real Bed,97,2,600,2000,0,120,1,$10.00 ,1,1125,303,10/2/15,0,0,0,0,0,0,1,3,0,0,1,0
Artists Loft w/ Prvt Bath in CoHi,29048766,Joseph,3/9/15,2015,0,1,1,1,0,1,77,Washington,DC,20010,14,0,1,2,1,1,1,1,Pull-out Sofa,130,2,750,3000,0,0,1,$0.00 ,1,1125,365,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
"Private loft, bath Columbia Heights",16578778,Celeste,6/9/14,2014,4,1,2,2,0,1,26,Washington,DC,20010,14,0,1,2,2,2.5,1,1,Futon,100,2,0,0,0,0,1,$0.00 ,1,4,29,10/2/15,1,9/25/15,9/25/15,80,6,8,1,1,0,0,2,1
Cozy and spacious home near metro!,5734532,Danielle,4/2/13,2013,0,1,1,1,0,1,78,Washington,DC,20010,14,0,8,1,3,1,1,2,Real Bed,85,2,0,0,0,25,1,$20.00 ,1,2,356,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
A pleasant stay in Pleasant Plains,3363211,Star,8/24/12,2012,4,0,1,1,0,1,80,Washington,DC,20001,14,0,1,1,4,1,2,2,Real Bed,129,2,899,0,100,0,2,$35.00 ,3,8,5,10/2/15,49,7/5/14,9/8/15,95,10,10,0,2,0,0,1,3.22
"Urban Room in NW DC, Parkview",38491564,Natasha,7/14/15,2015,0,1,1,1,1,1,77,Washington,DC,20010,14,0,1,2,2,1,1,1,Real Bed,90,2,466,2000,0,15,1,$45.00 ,1,1125,89,10/2/15,0,0,0,0,0,0,1,2,0,0,1,0
Comfy Room in Columbia Heights,4307908,Heather,12/2/12,2012,3,1,1,1,0,1,77,Washington,DC,20010,14,0,8,2,1,1.5,1,1,Real Bed,67,2,450,1550,0,25,1,$0.00 ,5,60,313,10/2/15,22,2/20/13,8/23/15,95,10,9,1,2,0,0,1,0.69
Guest room with movie room suite,427473,Nadia,3/7/11,2011,4,0,1,1,0,1,67,Washington,DC,20010,14,0,8,2,3,1.5,1,2,Real Bed,89,2,0,0,100,20,2,$25.00 ,1,30,342,10/2/15,40,4/18/15,9/23/15,98,10,10,0,2,0,0,1,7.1
"Cozy, quiet 1 bedrm for two people",4526339,Doug,12/29/12,2012,4,1,1,1,0,1,26,Washington,DC,20009,14,0,1,2,2,1,1,2,Real Bed,63,2,385,1350,0,0,1,$0.00 ,1,1125,335,10/2/15,13,6/22/15,9/17/15,78,8,6,1,1,0,0,1,3.75
"""Hideaway"" Private Apt near metro",9991030,Rob,11/13/13,2013,4,1,1,1,0,1,77,Washington,DC,20010,14,0,1,1,2,1,0,1,Real Bed,65,2,375,1350,0,12,2,$20.00 ,2,1125,189,10/2/15,13,6/17/15,9/29/15,95,10,10,1,3,0,0,1,3.58
767 Kenyon St NW - 3BDR - 2BTH,44013977,Welton,9/12/15,2015,0,1,1,1,1,1,77,Washington,DC,20010,14,0,8,1,3,2,3,2,Real Bed,120,2,0,0,0,0,1,$0.00 ,1,1125,1,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Furnished 2BR/2BA apt in Col Hghts,3768,Donna,10/22/08,2008,4,1,3,3,0,1,77,Washington,DC,20010,14,1,1,1,4,2,2,2,Real Bed,85,2,590,2500,100,0,1,$30.00 ,7,30,365,10/2/15,6,11/12/13,10/22/14,83,9,9,1,1,0,0,3,0.26
Red-door Rowhouse,51269,Shana & Alex,11/4/09,2009,0,1,2,2,0,1,67,Washington,DC,20010,14,0,8,1,4,1,3,3,Real Bed,250,3,1300,3700,500,100,1,$0.00 ,5,1125,149,10/2/15,0,0,0,0,0,0,1,3,1,1,2,0
House on the Hill - Fairmont,18715163,Thomas,7/23/14,2014,2,0,5,5,0,1,80,Washington,DC,20001,14,0,2,1,8,1.5,3,5,Real Bed,425,5,2500,4600,400,200,6,$65.00 ,3,27,362,10/2/15,3,10/11/14,4/12/15,93,8,9,0,3,0,0,5,0.25
Studio Apt in Columbia Heights,9204503,Sebastian,10/3/13,2013,2,1,1,1,0,1,26,Washington,DC,20009,14,0,1,1,3,1,0,1,Real Bed,65,2,400,1386,0,25,4,$0.00 ,2,7,363,10/2/15,1,5/19/15,5/19/15,0,0,0,1,2,0,0,1,0.22
❤ Solace in Heart of DC ❤,19328870,Cody,8/2/14,2014,4,1,2,2,0,1,80,Washington,DC,20001,14,0,8,2,2,1,1,1,Real Bed,59,2,0,0,0,29,2,$15.00 ,2,2000,237,10/2/15,92,9/17/14,9/23/15,94,10,10,0,1,0,0,2,7.23
DC Row House Experience,27504019,Seth,2/9/15,2015,0,1,2,2,0,1,26,Washington,DC,20009,14,0,1,1,4,2,2,2,Real Bed,175,3,0,0,0,125,1,$0.00 ,3,1125,25,10/2/15,0,0,0,0,0,0,1,1,0,0,2,0
